Date,Open,High,Low,Close,Adj Close,Volume
2019-10-23,1548.699951,1558.000000,1545.199951,1555.900024,1555.900024,22135385
2019-10-24,1554.900024,1560.099976,1544.099976,1549.699951,1549.699951,25175141
2019-10-25,1550.500000,1564.900024,1547.599976,1558.800049,1558.800049,22316777
2019-10-27,1560.199951,1561.699951,1559.800049,1560.500000,1560.500000,40118
2019-10-28,1560.800049,1579.599976,1559.699951,1574.599976,1574.599976,28583718
2019-10-29,1573.300049,1582.900024,1568.000000,1577.400024,1577.400024,27798138
2019-10-30,1576.000000,1579.699951,1561.900024,1574.000000,1574.000000,24997370
2019-10-31,1574.199951,1575.800049,1551.000000,1561.900024,1561.900024,35104398
2019-11-01,1565.599976,1591.000000,1563.300049,1589.599976,1589.599976,36116750
2019-11-03,1589.699951,1594.000000,1589.699951,1592.400024,1592.400024,19670
2019-11-04,1593.599976,1605.900024,1592.199951,1600.900024,1600.900024,33900597
2019-11-05,1600.000000,1613.599976,1598.199951,1599.300049,1599.300049,36437332
2019-11-06,1597.500000,1602.400024,1586.900024,1592.099976,1592.099976,32023837
2019-11-07,1591.400024,1610.599976,1590.400024,1595.800049,1595.800049,37925754
2019-11-08,1591.199951,1601.300049,1587.900024,1600.500000,1600.500000,30823254
2019-11-10,1600.099976,1600.599976,1599.000000,1599.099976,1599.099976,5349
2019-11-11,1594.300049,1597.699951,1587.199951,1596.599976,1596.599976,26252731
2019-11-12,1596.400024,1607.199951,1593.099976,1594.000000,1594.000000,27295806
2019-11-13,1590.800049,1594.000000,1579.699951,1592.800049,1592.800049,37235606
2019-11-14,1590.800049,1597.099976,1585.800049,1591.000000,1591.000000,31260130
2019-11-15,1597.199951,1600.699951,1591.300049,1597.500000,1597.500000,30264387
2019-11-17,1598.400024,1598.400024,1594.000000,1594.500000,1594.500000,21019
2019-11-18,1594.900024,1601.199951,1587.699951,1591.599976,1591.599976,29027162
2019-11-19,1593.400024,1605.000000,1590.699951,1594.300049,1594.300049,31681441
2019-11-20,1595.000000,1603.800049,1580.199951,1591.400024,1591.400024,42569697
2019-11-21,1590.400024,1599.000000,1579.400024,1583.000000,1583.000000,42229868
2019-11-22,1586.500000,1592.800049,1580.599976,1591.599976,1591.599976,34653531
2019-11-24,1595.400024,1597.000000,1594.599976,1595.900024,1595.900024,37451
2019-11-25,1595.599976,1625.500000,1594.099976,1623.300049,1623.300049,35170915
2019-11-26,1624.800049,1632.599976,1619.800049,1627.300049,1627.300049,35856029
2019-11-27,1627.500000,1636.400024,1625.900024,1630.199951,1630.199951,28294051
2019-11-29,null,null,null,null,null,null
2019-12-01,1625.099976,1627.800049,1625.099976,1627.300049,1627.300049,36920
2019-12-02,1630.099976,1635.400024,1605.500000,1608.199951,1608.199951,44555343
2019-12-03,1613.800049,1614.500000,1587.500000,1605.099976,1605.099976,49491678
2019-12-04,1606.199951,1618.500000,1599.099976,1613.599976,1613.599976,37429081
2019-12-05,1613.699951,1622.699951,1610.599976,1617.500000,1617.500000,31367126
2019-12-06,1618.800049,1640.300049,1616.800049,1636.699951,1636.699951,36682577
2019-12-08,1636.599976,1637.199951,1635.900024,1635.900024,1635.900024,19453
2019-12-09,1632.199951,1637.800049,1628.599976,1630.500000,1630.500000,25433976
2019-12-10,1630.900024,1636.000000,1619.099976,1632.400024,1632.400024,31014128
2019-12-11,1632.099976,1637.599976,1625.400024,1635.900024,1635.900024,26493105
2019-12-12,1635.900024,1657.099976,1628.199951,1654.400024,1654.400024,54995496
2019-12-13,1653.099976,1657.099976,1631.400024,1640.900024,1640.900024,66294512
2019-12-15,1643.699951,1643.900024,1641.900024,1642.400024,1642.400024,5319
2019-12-16,1645.199951,1660.699951,1643.699951,1650.800049,1650.800049,51648507
2019-12-17,1651.400024,1658.900024,1647.099976,1658.000000,1658.000000,29730323
2019-12-18,1657.500000,1664.900024,1655.099976,1663.599976,1663.599976,19274763
2019-12-19,1661.500000,1669.400024,1660.900024,1668.199951,1668.199951,7018387
2019-12-20,1668.500000,1676.800049,1666.500000,1672.699951,1672.699951,9220677
2019-12-22,1673.800049,1675.500000,1673.099976,1675.099976,1675.099976,28971
2019-12-23,1676.300049,1677.800049,1667.800049,1674.900024,1674.900024,8051235
2019-12-24,null,null,null,null,null,null
2019-12-26,0.000000,1684.400024,0.000000,1682.500000,1682.500000,11195647
2019-12-27,1684.400024,1687.800049,1668.500000,1669.000000,1669.000000,28527784
2019-12-29,1669.500000,1672.500000,1669.500000,1672.199951,1672.199951,34827
2019-12-30,1673.800049,1675.900024,1659.400024,1669.099976,1669.099976,32335972
2019-12-31,1670.800049,1676.900024,1660.599976,1674.099976,1674.099976,29665900
2020-01-02,1675.699951,1684.800049,1654.599976,1672.699951,1672.699951,48909773
2020-01-03,1655.500000,1666.400024,1639.699951,1661.900024,1661.900024,59942484
2020-01-05,1653.199951,1655.300049,1651.199951,1655.300049,1655.300049,124973
2020-01-06,1658.099976,1667.900024,1646.599976,1662.199951,1662.199951,45738105
2020-01-07,1667.900024,1669.400024,1635.300049,1640.300049,1640.300049,40056509
2020-01-08,1650.300049,1672.300049,1649.099976,1669.300049,1669.300049,71771844
2020-01-09,1669.599976,1676.599976,1664.300049,1668.900024,1668.900024,36089506
2020-01-10,1670.800049,1672.000000,1653.400024,1657.599976,1657.599976,42158645
2020-01-12,1657.000000,1661.400024,1657.000000,1659.900024,1659.900024,69470
2020-01-13,1662.699951,1672.900024,1652.000000,1672.699951,1672.699951,35829244
2020-01-14,1669.500000,1687.400024,1661.000000,1673.800049,1673.800049,51669661
2020-01-15,1672.199951,1691.199951,1671.000000,1689.199951,1689.199951,43017736
2020-01-16,1689.800049,1711.199951,1689.699951,1709.099976,1709.099976,55492604
2020-01-17,1707.199951,1715.099976,1698.099976,1698.699951,1698.699951,40493704
2020-01-19,1698.900024,1701.500000,1698.400024,1701.000000,1701.000000,24793
2020-01-21,1692.900024,1696.400024,1683.199951,1686.900024,1686.900024,56152770
2020-01-22,1694.000000,1697.099976,1680.400024,1682.599976,1682.599976,39861908
2020-01-23,1685.699951,1690.300049,1664.900024,1687.099976,1687.099976,41573592
2020-01-24,1688.699951,1694.300049,1652.500000,1662.900024,1662.900024,51785044
2020-01-26,1651.099976,1652.199951,1641.000000,1643.400024,1643.400024,197287
2020-01-27,1648.099976,1655.199951,1634.300049,1649.000000,1649.000000,72980523
2020-01-28,1652.699951,1664.300049,1646.599976,1658.400024,1658.400024,52432023
2020-01-29,1662.400024,1665.699951,1646.199951,1650.400024,1650.400024,41223781
2020-01-30,1639.000000,1651.599976,1628.699951,1647.500000,1647.500000,56356759
2020-01-31,1651.000000,1651.000000,1609.099976,1616.500000,1616.500000,60268085
2020-02-02,1613.500000,1620.900024,1613.500000,1618.900024,1618.900024,71527
2020-02-03,1626.500000,1639.000000,1619.800049,1630.599976,1630.599976,54108657
2020-02-04,1641.300049,1662.599976,1640.900024,1657.400024,1657.400024,47527893
2020-02-05,1658.500000,1686.000000,1655.300049,1683.500000,1683.500000,47869071
2020-02-06,1693.099976,1695.199951,1676.800049,1682.099976,1682.099976,38105694
2020-02-07,1677.099976,1680.500000,1652.699951,1656.900024,1656.900024,45300986
2020-02-09,1656.300049,1659.699951,1646.400024,1650.300049,1650.300049,109864
2020-02-10,1656.800049,1669.599976,1653.300049,1668.300049,1668.300049,37026850
2020-02-11,1675.099976,1688.500000,1670.199951,1679.300049,1679.300049,42449207
2020-02-12,1681.699951,1691.900024,1681.300049,1683.699951,1683.699951,34395787
2020-02-13,1683.400024,1698.000000,1673.199951,1693.699951,1693.699951,45112894
2020-02-14,1701.099976,1701.699951,1681.699951,1687.199951,1687.199951,38512954
2020-02-16,1687.599976,1691.900024,1687.599976,1690.699951,1690.699951,28795
2020-02-18,1681.699951,1689.099976,1672.599976,1686.500000,1686.500000,54915948
2020-02-19,1689.199951,1699.500000,1686.300049,1695.300049,1695.300049,33454042
2020-02-20,1688.800049,1698.900024,1673.599976,1687.099976,1687.099976,54673874
2020-02-21,1689.300049,1692.099976,1671.000000,1678.400024,1678.400024,57582653
2020-02-23,1665.800049,1666.599976,1650.500000,1654.900024,1654.900024,237590
2020-02-24,1652.500000,1653.900024,1618.000000,1632.500000,1632.500000,93496295
2020-02-25,1642.099976,1645.500000,1566.300049,1582.699951,1582.699951,100157829
2020-02-26,1585.000000,1591.599976,1541.800049,1544.300049,1544.300049,99594594
2020-02-27,1523.800049,1556.699951,1474.800049,1490.500000,1490.500000,111714934
2020-02-28,1479.199951,1498.900024,1444.000000,1494.300049,1494.300049,147859102
2020-03-01,1454.500000,1461.900024,1446.400024,1453.300049,1453.300049,209448
2020-03-02,1486.099976,1520.099976,1451.300049,1510.099976,1510.099976,124342943
2020-03-03,1507.300049,1548.000000,1468.400024,1475.400024,1475.400024,100213162
2020-03-04,1496.099976,1530.199951,1490.400024,1518.400024,1518.400024,76056197
2020-03-05,1511.199951,1517.900024,1459.599976,1480.400024,1480.400024,66989230
2020-03-06,1459.300049,1468.900024,1414.400024,1444.900024,1444.900024,79975003
2020-03-08,1419.800049,1419.800049,1376.099976,1376.099976,1376.099976,505428
2020-03-09,1376.099976,1376.599976,1289.500000,1341.900024,1341.900024,46501384
2020-03-10,1349.099976,1373.800049,1283.699951,1319.400024,1319.400024,100830408
2020-03-11,1313.099976,1326.099976,1244.699951,1257.900024,1257.900024,88272649
2020-03-12,1201.000000,1226.800049,1084.099976,1092.699951,1092.699951,100028375
2020-03-13,1074.400024,1217.300049,1074.400024,1199.699951,1199.699951,81700637
2020-03-15,1174.699951,1188.599976,1138.099976,1138.099976,1138.099976,149962
2020-03-16,1138.099976,1138.099976,973.700012,1041.099976,1041.099976,68290111
2020-03-17,1043.500000,1107.500000,1000.700012,1052.400024,1052.400024,77415276
2020-03-18,1034.699951,1068.599976,959.099976,1033.900024,1033.900024,50187863
2020-03-19,953.900024,1073.500000,951.700012,1019.599976,1019.599976,93773494
2020-03-20,1029.500000,1100.699951,994.299988,997.799988,997.799988,79991603
2020-03-22,979.000000,979.000000,962.400024,962.400024,962.400024,26420
2020-03-23,969.900024,1063.800049,958.900024,1015.500000,1015.500000,64704640
2020-03-24,1028.099976,1109.599976,1024.199951,1087.099976,1087.099976,66959030
2020-03-25,1073.199951,1145.099976,1062.800049,1095.500000,1095.500000,75325755
2020-03-26,1089.599976,1180.300049,1068.699951,1166.599976,1166.599976,67065362
2020-03-27,1151.900024,1164.099976,1111.800049,1120.099976,1120.099976,54142988
2020-03-29,1095.000000,1117.800049,1086.300049,1116.599976,1116.599976,380006
2020-03-30,1130.000000,1158.699951,1111.900024,1154.300049,1154.300049,48685003
2020-03-31,1155.099976,1166.900024,1120.099976,1120.599976,1120.599976,41320285
2020-04-01,1113.500000,1113.500000,1059.199951,1074.599976,1074.599976,55006965
2020-04-02,1082.099976,1108.099976,1049.800049,1074.099976,1074.099976,53251486
2020-04-03,1066.800049,1084.599976,1029.699951,1050.300049,1050.300049,42710368
2020-04-05,null,null,null,null,null,null
2020-04-06,1090.199951,1138.000000,1088.099976,1128.000000,1128.000000,50155033
2020-04-07,1113.599976,1190.400024,1113.599976,1130.400024,1130.400024,65816701
2020-04-08,1126.699951,1197.300049,1117.800049,1188.900024,1188.900024,46375347
2020-04-09,1180.000000,1250.900024,1167.699951,1248.900024,1248.900024,77448778
2020-04-12,1265.000000,1265.599976,1213.000000,1221.900024,1221.900024,478254
2020-04-13,1220.099976,1239.599976,1195.099976,1219.699951,1219.699951,42479888
2020-04-14,1237.500000,1253.800049,1216.800049,1231.599976,1231.599976,45151965
2020-04-15,1224.800049,1229.099976,1169.099976,1171.699951,1171.699951,49196877
2020-04-16,1173.400024,1232.300049,1148.500000,1231.699951,1231.699951,57778723
2020-04-17,1232.300049,1232.300049,1204.400024,1222.099976,1222.099976,52390145
2020-04-19,1210.500000,1213.900024,1207.300049,1211.000000,1211.000000,219635
